Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Aditya Birla Sun Life Infrastructure Fund - Direct Plan,1146.32,-,-,-,-,1.85,24,11.66,5,15.62,4,31.02,1,44.07,2,45.11,2,63.76,2,54.4,2,31.35,2,25.64,2,17.85,2,16.41,5,-,-,-,-,17.91,-,31.58,1
Aditya Birla Sun Life International Equity Fund - Direct Plan,186.86,-,-,-,-,-0.42,29,0.65,30,-1.38,30,3.2,30,14.62,27,11.78,27,5.2,30,10.32,29,3.06,29,9.67,22,10.73,20,8.31,19,-,-,-,-,9.82,-,1.41,30
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,1005.6,-,-,-,-,6.33,10,11.19,8,16.08,3,25.37,3,42.47,3,41.95,3,52.7,5,36.99,6,19.49,10,21.41,6,14.61,9,-,-,-,-,-,-,14.75,-,25.41,3
Aditya Birla Sun Life Mid Cap Fund - Direct Plan,5342.47,-,-,-,-,7.31,6,10.43,9,15.14,5,20.7,7,34.64,5,34.69,5,51.13,6,35.85,7,24.69,4,22.72,5,15.69,5,17.19,4,-,-,-,-,18.39,-,21.02,7
Aditya Birla Sun Life MNC Fund - Direct Plan,3782.46,-,-,-,-,7.65,4,14.77,1,18.16,1,21.63,6,30.83,11,30.54,11,40.64,11,27.37,19,14.14,22,14.31,19,11.78,19,14.66,12,-,-,-,-,16.47,-,21.69,6
Aditya Birla Sun Life Multi-Cap Fund - Direct Plan,5583.9,-,-,-,-,6.25,11,11.4,6,14.1,6,22.53,4,33.53,8,33.62,9,43.37,10,33.52,8,22.33,6,-,-,-,-,-,-,-,-,-,-,24.99,-,22.01,5
Aditya Birla Sun Life Pharma & Healthcare Fund - Direct Plan,683.18,-,-,-,-,4.3,22,3.25,25,3.32,28,13.25,24,29.85,15,29.34,17,46.07,8,30.84,11,14.29,21,-,-,-,-,-,-,-,-,-,-,24.3,-,16.5,20
Aditya Birla Sun Life PSU Equity Fund - Direct Plan,4711.18,-,-,-,-,-3.93,30,2.75,26,8.47,21,29.19,2,62.25,1,62.73,1,93.65,1,65.97,1,42.22,1,-,-,-,-,-,-,-,-,-,-,34.76,-,30.28,2
Aditya Birla Sun Life Pure Value Fund - Direct Plan,5775.03,-,-,-,-,6.61,9,7.94,21,9.33,20,18.43,14,34.43,6,34.52,6,53.27,3,42.78,3,24.22,5,21.08,8,14.36,11,15.01,9,-,-,-,-,19.3,-,18.76,11
Aditya Birla Sun Life Regular Savings Fund - Direct Plan,1386.89,-,-,-,-,1.68,25,3.61,24,4.48,25,7.11,27,10.62,28,10.62,28,12.86,27,12.21,28,9.89,25,10.11,21,8.35,21,10.34,17,-,-,-,-,10.77,-,6.86,26
Aditya Birla Sun Life Small Cap Fund - Direct Plan,4762.46,-,-,-,-,10.27,2,12.72,3,17.84,2,22.38,5,33.4,9,33.87,8,50.17,7,39.57,5,21.41,7,22.77,4,14.55,10,17.31,3,-,-,-,-,19.04,-,22.74,4
Aditya Birla Sun Life Special Opportunities Fund - Direct Plan,714.83,-,-,-,-,6.74,8,9.26,16,12.41,11,20.29,8,34.25,7,34.03,7,44.69,9,32.2,9,20.19,9,-,-,-,-,-,-,-,-,-,-,27.49,-,20.12,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FoFs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,11,,11,,11,,11,,11,,11,,11,,11,,11,,10,,8,,8,,8,,7,,,,,,11,,11
Peer Average,,1.09,,0.91,,3.31,,7.21,,8.03,,15.84,,26.18,,25.36,,27.89,,21.99,,12.39,,13.8,,11.49,,9.38,,,,,,,,15.24,
Aditya Birla Sun Life Active Debt Multi-Manager FoF Scheme - Direct Plan,22.61,0.14,10,0.24,9,0.7,9,1.59,10,1.95,11,4.07,11,5.87,11,5.93,11,7.54,11,7.18,10,5.64,8,6.85,8,6.51,8,7.7,5,-,-,-,-,7.51,-,4.11,11
Aditya Birla Sun Life Asset Allocator FoF - Direct Plan,210.21,1.41,5,2.1,1,3.6,6,6.9,7,9.16,5,16.18,7,27.3,7,27.24,6,35.01,3,24.97,4,16.23,2,17.46,2,13.58,2,-,-,-,-,-,-,13.02,-,16.24,7
Aditya Birla Sun Life Financial Planning FoF - Aggressive Plan - Direct Plan,203.07,1.47,4,2.07,2,4.82,3,8.44,5,10.9,2,16.93,6,28.25,5,28.14,5,35.83,2,28.15,3,18.23,1,18.34,1,14.7,1,14.43,1,-,-,-,-,14.59,-,16.94,5
Aditya Birla Sun Life Financial Planning FoF - Conservative Plan - Direct Plan,18.27,0.81,8,1.15,5,2.59,8,4.64,9,5.96,8,9.82,10,16.05,10,15.95,10,20.34,10,16.49,9,11.67,6,11.96,6,10.15,6,9.81,3,-,-,-,-,9.62,-,9.88,10
Aditya Birla Sun Life Financial Planning FoF - Moderate Plan - Direct Plan,34.53,1.16,6,1.6,3,3.74,5,6.49,8,8.38,6,13.31,9,22.09,9,21.99,9,27.93,6,21.88,6,14.83,3,15.04,4,12.38,4,11.87,2,-,-,-,-,11.77,-,13.36,8
Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct Plan #,267.44,0.29,9,-0.27,10,4.57,4,8.96,4,5.45,9,17.73,5,29.65,4,29.65,4,24.8,8,17.11,8,6.48,7,14.8,5,12.04,5,5.67,7,-,-,-,-,5.76,-,16.58,6
Aditya Birla Sun Life Global Excellence Equity FoF - Direct Plan #,189.99,0.07,11,-0.61,11,5.32,2,11.12,2,7.56,7,20,3,34.44,2,34.44,2,31.54,5,29.3,2,12.04,5,10.95,7,9.66,7,7.41,6,-,-,-,-,8.05,-,18.8,3
Aditya Birla Sun Life Gold Fund - Direct Plan,353.76,0.98,7,0.81,6,0.28,10,0.82,11,3.45,10,13.61,8,26.23,8,23.37,8,22.68,9,17.24,7,13.97,4,15.05,3,12.87,3,8.81,4,-,-,-,-,6.61,-,13.24,9
Aditya Birla Sun Life Multi - Index FoF - Direct Plan,14.03,1.54,3,1.46,4,2.71,7,7.02,6,10.63,3,18.35,4,31.91,3,32.27,3,39.12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.1,-,18.51,4
Aditya Birla Sun Life NASDAQ 100 FOF - Direct Plan,371.53,1.96,2,0.77,7,8.8,1,12.6,1,10.28,4,22.66,1,38.22,1,36.51,1,35,4,35.08,1,-,-,-,-,-,-,-,-,-,-,-,-,12.87,-,19.37,2
Aditya Birla Sun Life Silver ETF FoF - Direct Plan,140.04,2.17,1,0.63,8,-0.68,11,10.71,3,14.64,1,21.6,2,27.96,6,23.48,7,27.03,7,22.53,5,-,-,-,-,-,-,-,-,-,-,-,-,16.11,-,20.61,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balanced Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,19,,19,,19,,19,,19,,19,,19,,19,,19,,17,,14,,13,,8,,7,,,,,,19,,19
Peer Average,,1.08,,1.8,,2.96,,5.75,,7.18,,12.45,,20.82,,20.72,,25.21,,21.34,,14.56,,14.67,,12.62,,12.4,,,,,,,,12.17,
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan,7181.78,0.88,15,1.6,14,3.31,7,6.32,5,8.08,6,12.61,8,19.96,9,19.81,9,23.47,11,20.47,8,13.65,8,14.17,5,11.83,5,12.17,5,-,-,-,-,12.87,-,12.36,9
Axis Balanced Advantage Fund - Direct Plan,2183.67,1.17,6,2.32,3,3.45,6,8.27,1,8.54,3,15.44,2,25.13,3,25.28,2,29.79,3,22.53,4,15.27,3,13.49,10,-,-,-,-,-,-,-,-,11.77,-,14.64,2
Bandhan Balanced Advantage Fund - Direct Plan,2216.86,1.01,10,1.63,13,2.61,11,4.83,17,6.92,13,11.61,14,17.48,18,17.65,18,20.57,17,18.81,13,11.8,13,12.66,11,11.48,6,-,-,-,-,-,-,10.38,-,11.34,13
Baroda BNP Paribas Balanced Advantage Fund - Direct Plan,3833.86,0.89,14,1.39,15,2.21,16,5.2,14,7.03,12,13.04,6,22.89,5,22.83,5,26.67,6,25.35,2,16.5,2,17.94,2,-,-,-,-,-,-,-,-,17.39,-,12.65,6
DSP Dynamic Asset Allocation Fund - Direct Plan,3125.59,0.65,16,1.15,17,2.69,9,6,7,8.59,2,10.68,17,18.31,15,18.32,15,22.58,13,18.42,14,11.35,14,12.42,12,10.73,8,10.42,7,-,-,-,-,10.78,-,10.64,16
Edelweiss Balanced Advantage Fund - Direct Plan,11281.66,1.27,4,1.83,10,2.28,15,5.08,15,7.5,8,14.12,3,23.37,4,23.32,4,26.98,5,22.4,5,15.14,4,17.01,3,14.34,2,13.16,2,-,-,-,-,13.68,-,13.51,3
Franklin India Balanced Advantage Fund - Direct Plan,1912.01,0.42,19,1.3,16,2.63,10,5.6,11,7.22,10,13.18,4,21.13,7,21.22,7,28.28,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.42,-,12.94,5
HDFC Balanced Advantage Fund - Direct Plan,86471.32,1.14,7,1.97,9,1.01,19,5.94,8,8.86,1,16.59,1,30.44,1,30.21,1,41.6,1,34.09,1,25.2,1,19.81,1,16.77,1,15.43,1,-,-,-,-,16.85,-,16.86,1
HSBC Balanced Advantage Fund - Direct Plan,1389.99,0.97,13,2.13,5,4.23,3,4.96,16,6.19,16,11.61,13,19.92,10,19.64,10,24.71,9,19.45,12,12.88,10,12.34,13,10.95,7,10.77,6,-,-,-,-,12.53,-,11.39,12
ICICI Prudential Balanced Advantage Fund - Direct Plan,56750.35,0.48,18,0.86,19,2.53,12,4.31,18,4.95,19,10.5,19,17.88,17,17.74,17,22.23,15,18.37,15,14.18,7,13.93,8,12.58,3,12.65,3,-,-,-,-,13.54,-,10.18,19
Kotak Balanced Advantage Fund - Direct Plan,15830.08,1.31,3,2.05,7,3.99,5,6.94,2,8.11,5,12.51,9,19.55,11,19.32,11,22.42,14,19.66,11,13.47,9,14.02,6,-,-,-,-,-,-,-,-,13.14,-,12.14,10
LIC MF Balanced Advantage Fund - Direct Plan,868.01,1.66,2,2.72,1,4.16,4,6.59,4,7.73,7,10.64,18,16.92,19,16.65,19,18.46,19,18.08,16,-,-,-,-,-,-,-,-,-,-,-,-,12.22,-,10.25,18
Mirae Asset Balanced Advantage Fund - Direct Plan,1589.97,1,11,1.8,11,3.02,8,5.63,10,7.04,11,10.96,16,18.62,14,18.56,14,23.39,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.79,-,10.8,15
Nippon India Balanced Advantage Fund - Direct Plan,8042.99,1.12,8,2,8,2.52,13,5.49,12,7.35,9,12.8,7,21.62,6,21.56,6,26.53,7,20.96,7,14.58,6,13.99,7,12.23,4,12.22,4,-,-,-,-,13.07,-,12.54,8
NJ Balanced Advantage Fund - Direct Plan,3860.71,2.6,1,2.45,2,4.25,2,6.2,6,6.52,14,13.13,5,25.4,2,25.07,3,32.03,2,24.01,3,-,-,-,-,-,-,-,-,-,-,-,-,14.04,-,12.95,4
PGIM India Balanced Advantage Fund - Direct Plan,1102.25,1.24,5,2.3,4,4.78,1,6.87,3,8.13,4,11.86,12,18.24,16,18.15,16,18.96,18,19.94,10,12.71,11,-,-,-,-,-,-,-,-,-,-,13.84,-,11.22,14
SBI Balanced Advantage Fund - Direct Plan,30096.32,0.64,17,0.89,18,1.83,18,3.85,19,5.23,18,12.49,10,20.34,8,20.13,8,24.75,8,21.79,6,-,-,-,-,-,-,-,-,-,-,-,-,15.11,-,12.6,7
Tata Balanced Advantage Fund - Direct Plan,9275.7,0.97,12,1.7,12,2.19,17,5.34,13,5.95,17,11.88,11,19.48,12,19.3,12,23.54,10,20.46,9,14.94,5,15.21,4,-,-,-,-,-,-,-,-,15.35,-,11.69,11
Union Balanced Advantage Fund - Direct Plan,1594.75,1.12,9,2.11,6,2.46,14,5.75,9,6.51,15,11,15,19,13,18.94,13,22.08,16,18.04,17,12.2,12,13.75,9,-,-,-,-,-,-,-,-,11.89,-,10.47,17
CRISIL Hybrid 50+50 Moderate Index ( 02-Jul-2024 ) ,,0.74,,0.96,,3.92,,4.72,,5.86,,10.56,,18.04,,18.04,,21.45,,18.55,,12.54,,13.46,,12.11,,11.81,,12.44,,11.39,,,,10.41,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggressive Hybrid Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,15,,15,,15,,15,,15,,15,,15,,15,,15,,15,,15,,15,,14,,13,,,,,,15,,15
Peer Average,,1.33,,2.43,,4.31,,8.02,,9.8,,16.01,,25.28,,25.17,,30.69,,25.67,,17.08,,16.78,,14.21,,14.29,,,,,,,,15.51,
Aditya Birla Sun Life Equity Hybrid '95 Fund - Direct Plan,7515.79,1.24,11,2.2,11,4.87,5,9.25,3,10.65,5,16.36,5,25.57,6,25.66,6,30.69,8,23.77,12,14.87,13,14.83,13,11.94,13,13.05,12,-,-,-,-,14.33,-,15.9,5
Axis Equity Hybrid Fund - Direct Plan,1575.04,1.35,7,2.63,6,5.36,2,8.68,6,10.04,6,14.04,14,21.27,14,21.34,14,23.69,14,19.96,15,12.65,15,14.51,14,-,-,-,-,-,-,-,-,13.43,-,13.3,14
Canara Robeco Equity Hybrid Fund - Direct Plan,10152.64,1.72,4,2.29,10,3.84,10,7.88,8,9.37,7,14.89,10,25.18,8,25.13,8,28.94,10,24.64,8,15.84,11,17.35,5,15.23,3,14.94,4,-,-,-,-,15.59,-,14.41,10
DSP Equity & Bond Fund - Direct Plan,9131.81,1.79,3,2.82,2,6.82,1,9.8,2,12.78,3,15.38,8,24.78,9,24.79,9,32,6,27.54,6,15.81,12,17.55,4,14.6,5,15.18,2,-,-,-,-,15.06,-,14.88,8
Franklin India Equity Hybrid Fund - Direct Plan,1806.96,0.75,15,1.95,14,3.06,14,7.05,13,8.56,10,15.61,7,25.71,5,25.69,5,33.64,5,27.23,7,17.05,6,17.16,6,14.42,6,14.86,5,-,-,-,-,15.55,-,15.11,7
HDFC Hybrid Equity Fund - Direct Plan,23138.21,0.78,14,2.19,12,3.21,13,7.06,12,8.46,11,13.23,15,20.02,15,20.13,15,23.13,15,24.03,10,16.34,9,16.22,10,13.78,10,14.44,6,-,-,-,-,16.04,-,12.84,15
HSBC Aggressive Hybrid Fund - Direct Plan,5441.86,1.81,2,2.69,5,4.18,8,9.2,4,13.41,1,21.58,1,29.74,1,30.08,1,36.33,2,29.72,2,17.69,5,16.41,8,13.1,11,14.24,8,-,-,-,-,15.59,-,20.31,1
ICICI Prudential Equity & Debt Fund - Direct Plan,35122.02,0.8,13,1.9,15,2.48,15,5.12,15,6.59,15,17.2,4,28.99,3,28.23,3,38.91,1,30.71,1,25.14,1,21.87,1,18.11,1,17.39,1,-,-,-,-,18.46,-,16.84,4
Kotak Equity Hybrid Fund - Direct Plan,5621.16,1.87,1,2.75,4,5.31,3,10.76,1,13.2,2,19.83,2,29.22,2,28.92,2,35.2,3,27.65,5,19.19,3,19.94,2,15.94,2,15.14,3,-,-,-,-,15.33,-,19.45,2
Mirae Asset Aggressive Hybrid Fund - Direct Plan,8563.76,1.27,10,2.37,9,4.27,7,8.12,7,9.22,8,14.47,13,23.42,12,23.28,12,28.16,11,24.18,9,15.87,10,16.54,7,15.19,4,-,-,-,-,-,-,15.07,-,14.12,13
Nippon India Equity Hybrid Fund - Direct Plan,3535.42,1.04,12,2.03,13,3.61,12,6.9,14,8.41,12,15.06,9,25.54,7,25.23,7,31.26,7,27.73,4,17.96,4,13.55,15,11.14,14,12.35,13,-,-,-,-,13.51,-,14.64,9
SBI Equity Hybrid Fund - Direct Plan,68372.47,1.46,5,2.52,7,4.01,9,7.12,11,8.67,9,14.72,12,22.95,13,22.92,13,27.67,12,21.82,14,14.86,14,15.48,12,14.26,7,14.37,7,-,-,-,-,15.61,-,14.25,12
Sundaram Aggressive Hybrid Fund - Direct Plan,4643.67,1.27,9,2.51,8,4.64,6,7.17,10,8.16,14,15.63,6,24.73,10,24.51,10,29.6,9,23.91,11,16.4,8,16.24,9,14.14,9,13.06,11,-,-,-,-,13.56,-,15.14,6
Tata Hybrid Equity Fund - Direct Plan,3740.61,1.44,6,2.75,3,3.73,11,7.33,9,8.4,13,14.77,11,23.74,11,23.51,11,26.12,13,23.55,13,16.62,7,15.53,11,12.93,12,13.13,10,-,-,-,-,14.55,-,14.27,11
UTI Aggressive Hybrid Fund - Direct Plan,5511.93,1.33,8,2.86,1,5.26,4,8.83,5,11.07,4,17.4,3,28.34,4,28.13,4,34.96,4,28.67,3,19.89,2,18.5,3,14.17,8,13.59,9,-,-,-,-,14.27,-,17.16,3
CRISIL Hybrid 35+65 Aggressive Index ( 02-Jul-2024 ) ,,0.94,,1.16,,4.88,,5.58,,7.01,,12.36,,21.74,,21.74,,25.84,,21.81,,14.59,,15.26,,13.57,,12.81,,13.67,,12.41,,,,12.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large Cap Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,13,,13,,13,,13,,13,,13,,13,,13,,13,,13,,13,,13,,13,,13,,,,,,13,,13
Peer Average,,1.56,,2.89,,5.07,,9.05,,10.17,,17.17,,28.98,,28.56,,33.48,,28.67,,18.51,,17.87,,15.76,,14.79,,,,,,,,16.3,
Aditya Birla Sun Life Frontline Equity Fund - Direct Plan,27274.77,1.28,11,2.68,11,5.24,6,9.89,4,10.93,4,17.81,6,29.27,7,28.94,7,33.78,6,28.99,6,19.06,4,17.87,5,14.75,11,14.58,7,-,-,-,-,15.97,-,17.04,6
Axis Bluechip Fund - Direct Plan,32707.97,1.17,13,2.19,13,4.9,8,7.54,11,7.78,12,16.61,8,27.59,9,27.57,9,29.36,11,23.75,13,13.16,13,15.54,13,16.12,5,14.32,8,-,-,-,-,15.92,-,15.47,8
Canara Robeco Bluechip Equity Fund - Direct Plan,12976.74,1.69,6,3.09,2,4.84,9,9.75,5,10.53,7,18.41,5,30.42,5,30.14,5,33.21,7,28.9,7,17.94,7,20.12,2,17.87,1,15.82,4,-,-,-,-,16.24,-,17.66,5
DSP Top 100 Equity Fund - Direct Plan,3716.97,1.93,1,2.8,10,6.26,3,8.95,8,12.58,1,19.56,2,32.65,3,31.9,3,38.54,3,31.78,4,18.02,6,16.39,12,13.96,12,12.58,13,-,-,-,-,13.3,-,18.92,2
Franklin India Bluechip Fund - Direct Plan,7646.59,1.77,4,2.97,7,7.17,1,10.5,2,10.8,6,17.32,7,29.07,8,28.44,8,32.01,8,25.44,10,15.28,12,16.73,10,13.62,13,13.4,12,-,-,-,-,13.97,-,16.25,7
HDFC Top 100 Fund - Direct Plan,33488.5,1.4,9,2.9,9,2.87,13,7.32,13,8.18,11,14.93,11,29.66,6,29.02,6,36.08,5,31.89,3,22.01,3,17.2,8,15.72,7,14.09,10,-,-,-,-,15.49,-,14.47,9
ICICI Prudential Bluechip Fund - Direct Plan,55459.29,1.66,7,3.01,4,3.76,12,7.64,10,8.65,10,19.07,4,33.15,2,32.49,2,39.99,2,32.28,2,22.49,2,19.8,3,17.27,3,15.93,2,-,-,-,-,17.05,-,18.12,4
