Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
ICICI Prudential Nifty Bank ETF,3270.32,3.36,4,4.21,5,9.13,3,12.1,3,11.86,2,20.15,2,19.65,2,11.93,-,18.39,3,26.55,2,15.79,2,-,-,-,-,-,-,-,-,-,-,10.5,2,0.46,7
Kotak Nifty Bank ETF,5707.7,3.37,1,4.21,2,9.14,2,12.1,2,11.85,4,20.13,4,19.63,4,11.96,-,18.34,7,26.43,7,15.7,7,11.13,3,12.59,3,-,-,-,-,-,-,10.49,4,0.48,1
Nippon India ETF Nifty Bank BeES,6505.45,3.36,7,4.21,7,9.12,7,12.08,8,11.83,8,20.12,7,19.62,6,17.01,-,18.36,5,26.51,4,15.75,4,11.18,2,12.64,2,13.34,1,14.82,1,14.28,1,10.47,8,0.46,6
SBI Nifty Bank ETF,4284.46,3.36,5,4.21,4,9.13,5,12.09,6,11.84,7,20.12,6,19.62,7,12.51,-,18.35,6,26.51,5,15.74,5,11.2,1,12.65,1,-,-,-,-,-,-,10.48,7,0.47,5
UTI Nifty Bank ETF,3277.67,3.36,3,4.22,1,9.15,1,12.11,1,11.88,1,20.18,1,19.68,1,24.34,-,18.42,1,26.64,1,15.85,1,-,-,-,-,-,-,-,-,-,-,10.52,1,0.47,3
NIFTY Bank Total Return Index,,3.38,,4.23,,9.21,,12.19,,12,,20.34,,19.84,,,,18.61,,26.78,,16,,11.71,,13.08,,13.8,,15.24,,14.73,,10.64,,0.48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Index Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,11,,7,,12,,12
Peer Average,,3.31,,4.53,,8.54,,8.7,,13.45,,25.08,,24.38,,,,26.73,,24.96,,16.46,,16.1,,14.94,,12.88,,14.2,,12.48,,12.33,,1.75,
Aditya Birla Sun Life Nifty 50 ETF,2291.29,3.32,4,4.57,4,8.6,4,8.79,4,13.62,4,25.38,4,24.68,4,13.12,-,27.17,3,25.39,3,16.89,2,16.58,1,15.38,3,13.45,1,14.73,2,-,-,12.5,4,1.76,4
Aditya Birla Sun Life Nifty 50 Index Fund - Regular Plan,841.35,3.3,9,4.52,9,8.51,9,8.67,9,13.36,9,24.93,9,24.23,9,15.77,-,26.55,9,24.69,9,16.21,10,15.88,9,14.51,10,12.45,10,13.73,9,12.05,7,12.23,9,1.75,9
Bandhan Nifty 50 Index Fund - Regular Plan,1265.7,3.3,10,4.49,12,8.46,12,8.6,11,13.27,12,24.84,10,24.14,10,12.32,-,26.42,10,24.65,10,16.27,9,16.12,6,15.02,6,13,6,14.39,4,-,-,12.15,12,1.75,11
Franklin India NSE Nifty 50 Index,657.69,3.3,12,4.5,10,8.46,11,8.6,12,13.28,10,24.71,12,24,12,13.2,-,26.15,12,24.45,12,16.03,11,15.56,11,14.3,12,12.33,11,13.67,11,12.15,6,12.18,10,1.74,12
HDFC Index Fund Nifty 50 Plan,14219.56,3.31,6,4.53,8,8.53,8,8.68,8,13.44,6,25.06,6,24.36,6,15.29,-,26.7,5,24.92,6,16.41,6,16.04,7,14.98,7,12.98,7,14.34,6,12.49,4,12.32,6,1.75,6
ICICI Prudential Nifty 50 ETF,15870.66,3.32,2,4.57,1,8.61,1,8.81,1,13.64,2,25.42,1,24.72,1,15.06,-,27.2,1,25.42,1,16.9,1,16.57,2,15.43,2,13.41,2,-,-,-,-,12.52,2,1.76,2
ICICI Prudential Nifty 50 Index Fund,8941.14,3.31,7,4.53,7,8.54,6,8.68,7,13.47,5,25.06,5,24.36,5,15.31,-,26.69,7,24.91,7,16.41,7,16.04,8,14.74,8,12.69,8,14.12,7,12.56,3,12.35,5,1.75,7
Kotak Nifty 50 ETF,2278.8,3.32,1,4.57,3,8.6,3,8.8,3,13.64,1,25.42,2,24.72,2,12.94,-,27.06,4,25.29,4,16.78,4,16.44,4,15.33,4,13.07,5,14.51,3,-,-,12.52,1,1.76,1
Nippon India ETF Nifty 50 BeES,27031.1,3.32,3,4.57,2,8.61,2,8.8,2,13.63,3,25.4,3,24.71,3,16.05,-,27.18,2,25.4,2,16.89,3,16.56,3,15.46,1,13.36,3,14.79,1,13.25,1,12.51,3,1.76,3
Nippon India Index Fund - Nifty 50 Plan,1648.68,3.3,11,4.5,11,8.47,10,8.62,10,13.28,11,24.81,11,24.11,11,10.76,-,26.41,11,24.6,11,15.94,12,15.43,12,14.31,11,12.27,12,13.72,10,-,-,12.15,11,1.75,10
SBI Nifty Index Fund,7431.36,3.32,5,4.54,5,8.54,5,8.7,6,13.37,8,24.94,8,24.24,8,14.58,-,26.55,8,24.79,8,16.28,8,15.77,10,14.64,9,12.5,9,13.77,8,12.21,5,12.25,8,1.75,5
UTI Nifty 50 Index Fund - Regular Plan,16924.52,3.31,8,4.53,6,8.53,7,8.7,5,13.4,7,25.02,7,24.32,7,12.21,-,26.7,6,24.99,5,16.51,5,16.23,5,15.14,5,13.1,4,14.38,5,12.63,2,12.28,7,1.75,8
NIFTY 50 Index,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,11.76,,1.75,
NIFTY 50 Total Return Index,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,12.57,,1.76,
BSE Sensex Total Return Index,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,11.57,,1.69,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,16,,16,,16,,16,,16,,16,,16,,16,,16,,16,,15,,15,,12,,7,,6,,2,,16,,16
Peer Average,,3.32,,4.57,,8.6,,8.79,,13.62,,25.38,,24.68,,,,27.13,,25.36,,16.85,,16.52,,15.37,,13.15,,14.55,,13.17,,12.5,,1.76,
Aditya Birla Sun Life Nifty 50 ETF,2291.29,3.32,13,4.57,13,8.6,11,8.79,10,13.62,10,25.38,9,24.68,10,13.12,-,27.17,5,25.39,4,16.89,2,16.58,2,15.38,7,13.45,1,14.73,2,-,-,12.5,10,1.76,15
Axis Nifty 50 ETF,702,3.33,2,4.57,12,8.59,15,8.79,14,13.62,8,25.38,11,24.72,3,15.32,-,27.19,3,25.4,3,16.88,4,16.54,6,-,-,-,-,-,-,-,-,12.5,8,1.76,3
Bandhan Nifty 50 ETF,24.12,3.32,16,4.56,16,8.59,16,8.78,16,13.61,13,25.35,13,24.65,13,15.71,-,27.11,11,25.36,10,16.78,15,16.43,15,15.32,11,-,-,-,-,-,-,12.49,13,1.76,13
DSP Nifty 50 ETF,314.48,3.32,8,4.57,11,8.6,10,8.79,9,13.62,9,25.4,4,24.7,5,16.24,-,27.2,1,25.35,12,-,-,-,-,-,-,-,-,-,-,-,-,12.5,9,1.76,6
HDFC Nifty 50 ETF,3352.31,3.32,4,4.57,6,8.6,4,8.8,6,13.62,7,25.39,7,24.69,8,15.79,-,27.16,10,25.38,9,16.87,8,16.53,9,15.43,3,-,-,-,-,-,-,12.5,6,1.76,5
ICICI Prudential Nifty 50 ETF,15870.66,3.32,6,4.57,4,8.61,1,8.81,1,13.64,2,25.42,1,24.72,1,15.06,-,27.2,2,25.42,1,16.9,1,16.57,4,15.43,2,13.41,2,-,-,-,-,12.52,2,1.76,7
Invesco India Nifty 50 ETF,87.92,3.32,14,4.56,15,8.59,14,8.78,15,13.59,16,25.33,16,24.63,16,13.12,-,27.08,13,25.31,14,16.81,12,16.48,11,15.37,8,13.32,4,14.63,4,-,-,12.47,16,1.76,14
Kotak Nifty 50 ETF,2278.8,3.32,5,4.57,10,8.6,5,8.8,4,13.64,1,25.42,2,24.72,2,12.94,-,27.06,14,25.29,16,16.78,14,16.44,14,15.33,10,13.07,6,14.51,5,-,-,12.52,1,1.76,4
LIC MF Nifty 50 ETF,768.92,3.32,7,4.57,3,8.6,9,8.79,11,13.6,14,25.34,15,24.64,15,15.2,-,26.94,16,25.29,15,16.8,13,16.53,7,15.4,6,-,-,-,-,-,-,12.48,15,1.76,9
Mirae Asset Nifty 50 ETF,2388.15,3.32,9,4.57,2,8.61,2,8.8,3,13.62,5,25.39,6,24.69,7,17.03,-,27.16,8,25.39,5,16.87,6,16.57,3,-,-,-,-,-,-,-,-,12.5,5,1.76,8
Motilal Oswal Nifty 50 ETF Fund,39.66,3.32,15,4.56,14,8.6,13,8.79,13,13.61,12,25.38,10,24.68,11,11.37,-,27.16,7,25.38,7,16.87,5,16.44,13,15.15,12,12.1,7,13.92,6,-,-,12.49,11,1.75,16
Nippon India ETF Nifty 50 BeES,27031.1,3.32,11,4.57,7,8.61,3,8.8,2,13.63,3,25.4,3,24.71,4,16.05,-,27.18,4,25.4,2,16.89,3,16.56,5,15.46,1,13.36,3,14.79,1,13.25,1,12.51,3,1.76,10
Quantum Nifty 50 ETF,52.55,3.33,1,4.57,1,8.6,8,8.8,8,13.61,11,25.36,12,24.66,12,12.95,-,27.1,12,25.36,11,16.84,10,16.48,12,15.35,9,13.31,5,14.71,3,13.09,2,12.49,12,1.76,1
SBI Nifty 50 ETF,180683.09,3.32,10,4.57,8,8.6,6,8.8,5,13.62,4,25.39,5,24.69,6,13.6,-,27.16,6,25.38,8,16.86,9,16.53,10,15.43,4,-,-,-,-,-,-,12.5,4,1.76,12
Tata Nifty 50 Exchange Traded Fund,629.73,3.33,3,4.57,5,8.6,12,8.79,12,13.59,15,25.34,14,24.65,14,17.2,-,27.06,15,25.32,13,16.81,11,16.59,1,-,-,-,-,-,-,-,-,12.48,14,1.76,2
UTI Nifty 50 ETF,52120.16,3.32,12,4.57,9,8.6,7,8.8,7,13.62,6,25.39,8,24.69,9,15.2,-,27.16,9,25.38,6,16.87,7,16.53,8,15.43,5,-,-,-,-,-,-,12.5,7,1.76,11
NIFTY 50 Index,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,11.76,,1.75,
NIFTY 50 Total Return Index,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,12.57,,1.76,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensex ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,10,,10,,10,,10,,10,,10,,10,,10,,10,,9,,9,,9,,9,,3,,2,,2,,10,,10
Peer Average,,3.51,,4.8,,8.86,,8.85,,12.83,,23.1,,22.51,,,,24.1,,24.27,,16.34,,16.15,,15.4,,13.23,,14.73,,13.05,,11.45,,1.68,
Aditya Birla Sun Life BSE Sensex ETF,473.71,3.5,8,4.8,8,8.87,7,8.86,6,12.85,6,23.13,6,22.54,6,14.02,-,24.18,4,24.33,6,16.4,6,16.26,2,13.99,9,-,-,-,-,-,-,11.47,7,1.68,6
Axis BSE Sensex ETF,117.83,3.51,2,4.8,7,8.86,8,8.84,8,12.81,8,23.05,8,22.45,8,30.64,-,24.03,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.43,8,1.68,7
Bandhan S&P BSE Sensex ETF,1.11,3.49,10,4.77,10,8.79,10,8.76,10,12.65,10,22.81,10,22.22,10,15.87,-,23.71,10,23.96,9,15.97,9,15.89,9,15.36,8,-,-,-,-,-,-,11.28,10,1.67,10
HDFC BSE Sensex ETF,508.89,3.51,4,4.82,1,8.88,2,8.88,3,12.87,5,23.17,3,22.58,3,15.92,-,24.2,3,24.35,3,16.43,3,16.26,3,15.69,1,-,-,-,-,-,-,11.49,5,1.68,3
ICICI Prudential BSE Sensex ETF,8983.42,3.51,3,4.81,2,8.89,1,8.89,1,12.9,1,23.22,1,22.63,1,17.11,-,24.26,2,24.4,1,16.46,1,16.3,1,15.66,5,13.25,2,14.79,1,13.15,1,11.52,1,1.68,1
Kotak BSE Sensex ETF,26.35,3.5,9,4.8,9,8.85,9,8.83,9,12.76,9,22.98,9,22.38,9,11.96,-,23.87,9,24.06,8,16.16,8,16,7,15.43,7,13.05,3,14.67,2,12.95,2,11.37,9,1.68,8
LIC MF BSE Sensex ETF,762.12,3.52,1,4.81,3,8.87,6,8.86,7,12.85,7,23.13,7,22.54,7,15.22,-,24.08,7,24.3,7,16.36,7,16.21,6,15.67,3,-,-,-,-,-,-,11.47,6,1.67,9
Nippon India ETF BSE Sensex,8078.72,3.51,6,4.81,4,8.88,3,8.88,2,12.89,2,23.2,2,22.61,2,13.16,-,24.28,1,24.39,2,16.44,2,16.25,5,15.67,4,-,-,-,-,-,-,11.51,2,1.68,2
SBI BSE Sensex ETF,110153.33,3.51,7,4.81,6,8.88,5,8.88,5,12.87,4,23.17,4,22.58,4,15.17,-,24.17,5,24.34,5,16.41,5,16.26,4,15.67,2,13.39,1,-,-,-,-,11.49,4,1.68,4
UTI BSE Sensex ETF,40012.19,3.51,5,4.81,5,8.88,4,8.88,4,12.87,3,23.17,5,22.58,5,15,-,24.17,6,24.34,4,16.41,4,15.95,8,15.46,6,-,-,-,-,-,-,11.49,3,1.68,5
BSE Sensex Index,,3.43,,4.6,,8.27,,8.27,,12.09,,22.09,,21.51,,,,22.67,,22.85,,15.05,,14.94,,14.37,,11.96,,13.53,,11.84,,10.72,,1.67,
BSE Sensex Total Return Index,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,11.57,,1.69,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Next 50 ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,6,,5,,2,,1,,1,,1,,7,,7
Peer Average,,1.51,,2.84,,10.47,,16.4,,35.54,,61.17,,61.7,,,,66.05,,40.7,,24.26,,22.05,,16.2,,16.35,,18.33,,16.44,,36.39,,1.92,
Aditya Birla Sun Life Nifty Next 50 ETF,72.72,1.51,6,2.85,1,10.47,2,16.46,1,35.7,1,61.34,1,61.87,1,19.87,-,66.24,1,40.78,2,24.33,1,22.1,2,-,-,-,-,-,-,-,-,36.55,1,1.91,7
HDFC NIFTY NEXT 50 ETF,32.6,1.51,5,2.83,6,10.46,6,16.38,6,35.48,6,61.09,6,61.62,6,34.05,-,65.94,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.33,6,1.92,4
ICICI Prudential Nifty Next 50 ETF,637.35,1.51,2,2.84,4,10.47,4,16.4,3,35.54,3,61.19,3,61.73,3,16.64,-,66.08,4,40.73,4,24.29,3,22.03,3,-,-,-,-,-,-,-,-,36.39,3,1.92,1
Mirae Asset Nifty Next 50 ETF,213.31,1.51,3,2.84,3,10.47,3,16.4,4,35.51,5,61.12,5,61.65,5,23.17,-,65.95,6,40.52,6,24.2,5,-,-,-,-,-,-,-,-,-,-,36.36,5,1.92,3
Nippon India ETF Nifty Next 50 Junior BeES,4558.49,1.51,7,2.83,7,10.46,7,16.37,7,35.45,7,61.07,7,61.6,7,20.22,-,65.97,5,40.65,5,24.19,6,21.98,5,16.2,1,16.35,1,18.33,1,16.44,1,36.3,7,1.91,6
SBI Nifty Next 50 ETF,2655.92,1.51,4,2.84,5,10.47,5,16.38,5,35.53,4,61.18,4,61.72,4,16.25,-,66.08,3,40.74,3,24.25,4,21.99,4,16.19,2,-,-,-,-,-,-,36.38,4,1.92,5
UTI Nifty Next 50 Exchange Traded Fund,2164.79,1.51,1,2.85,2,10.48,1,16.41,2,35.55,2,61.2,2,61.74,2,15.45,-,66.1,2,40.79,1,24.3,2,22.16,1,-,-,-,-,-,-,-,-,36.4,2,1.92,2
NIFTY Next 50 Index,,1.47,,2.78,,10.36,,16.28,,35.22,,60.63,,61.17,,,,65.25,,40.06,,23.45,,21.22,,15.41,,15.68,,17.67,,15.83,,36.07,,1.89,
NIFTY Next 50 Total Return Index,,1.52,,2.85,,10.49,,16.43,,35.64,,61.35,,61.88,,,,66.35,,40.98,,24.48,,22.28,,16.51,,16.94,,19,,17.11,,36.49,,1.92,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,13,,13,,13,,13,,13,,13,,13,,13,,13,,11,,11,,11,,11,,11,,11,,5,,13,,13
Peer Average,,0.6,,0.73,,1.4,,3.89,,13.81,,26.57,,24.14,,,,23.3,,16.18,,14.05,,14.77,,13.28,,8.79,,6.66,,10.15,,13.71,,1.12,
Aditya Birla Sun Life Gold ETF,803.88,0.59,8,0.63,10,1.34,9,3.94,6,13.97,5,26.15,12,23.89,12,8.41,-,23.36,5,16.07,8,14.01,8,14.87,3,13.33,4,8.85,2,6.7,3,-,-,13.74,8,1.23,5
Axis Gold ETF,914.66,0.67,4,0.95,3,1.54,4,4.27,1,13.27,13,26.72,4,24.16,4,8.5,-,23.4,4,16.12,7,14.06,5,14.87,4,13.37,3,8.56,11,6.45,11,-,-,13.33,12,1.03,11
